,nama_motor,lokasi,harga,kapasitas_mesin,tahun,transmisi,kilometer,merk
1760,Yamaha Lexi,4,19700000.0,125,2021.0,1,3,1
1761,Yamaha All New Xsr 155,1,31900000.0,155,2022.0,1,3,1
1762,Yamaha All New Vixion R,10,17000000.0,125,2018.0,1,3,1
1763,Yamaha Aerox 155 Vva-s,1,28500000.0,155,2020.0,1,4,1
1764,Yamaha Mio M3 125,2,12100000.0,125,2019.0,1,4,1
1765,Yamaha Nmax Special Custom,3,24500000.0,155,2018.0,1,4,1
1766,Yamaha Aerox 155 Vva R,4,22500000.0,155,2018.0,1,3,1
1767,Yamaha Nmax Abs,1,24300000.0,155,2018.0,1,5,1
1768,Yamaha Freego,12,14200000.0,125,2019.0,1,5,1
1769,Yamaha Nmax Abs,2,24500000.0,155,2020.0,1,4,1
1770,Yamaha Nmax Abs,10,24000000.0,155,2018.0,1,3,1
1771,Yamaha Mio,1,9500000.0,125,2017.0,1,4,1
1772,Yamaha All New Nmax 155 Con,2,32000000.0,155,2021.0,1,4,1
1773,Yamaha All New Nmax 155,4,29000000.0,155,2020.0,1,2,1
1774,Yamaha Mio M3 125,2,14000000.0,125,2022.0,1,3,1
1775,Yamaha Fino Sporty,1,10800000.0,110,2018.0,1,5,1
1776,Yamaha Aerox 155 Vva,1,24500000.0,125,2019.0,1,4,1
1777,Yamaha Nmax Abs,2,24500000.0,155,2020.0,1,4,1
1778,Yamaha Nmax Abs,3,25500000.0,155,2019.0,1,4,1
1779,Yamaha R15,2,17500000.0,150,2017.0,1,4,1
1780,Yamaha N Max,6,27100000.0,150,2020.0,1,3,1
1781,Yamaha Nmax Abs,2,22500000.0,155,2017.0,1,5,1
1782,Yamaha Aerox 155 Vva,1,23500000.0,155,2018.0,1,5,1
1783,Yamaha Nmax Abs,2,23500000.0,125,2019.0,1,4,1
1784,Yamaha Nmax Abs,2,23500000.0,155,2018.0,1,5,1
1785,Yamaha Fino Premium Fi Se,5,15200000.0,125,2021.0,1,2,1
1786,Yamaha N Max,4,21000000.0,155,2017.0,1,3,1
1787,Yamaha Nmax Abs,2,24500000.0,155,2019.0,1,4,1
1788,Yamaha Nmax Abs,1,28500000.0,155,2021.0,1,4,1
1789,Yamaha Nmax Abs,2,23500000.0,125,2019.0,1,5,1
1790,Yamaha Nmax Abs,5,25000000.0,155,2019.0,1,4,1
1791,Yamaha N Max,6,25900000.0,150,2018.0,1,3,1
1792,Yamaha Lexi,5,18300000.0,125,2019.0,1,5,1
1793,Yamaha Nmax Abs,1,27500000.0,155,2019.0,1,3,1
1794,Yamaha New Vixion,2,17000000.0,155,2018.0,1,5,1
1795,Yamaha All New Nmax 155 Con,2,29500000.0,155,2021.0,1,4,1
1796,Yamaha Nmax Abs,2,23500000.0,125,2019.0,1,5,1
1797,Yamaha All New Nmax 155,1,21500000.0,155,2016.0,1,5,1
1798,Yamaha N Max,10,22300000.0,150,2017.0,1,3,1
1799,Yamaha Nmax Abs,1,23500000.0,125,2019.0,1,4,1
1800,Yamaha All New R15 155 Vva,1,21000000.0,155,2017.0,1,4,1
1801,Yamaha Nmax Abs,1,24500000.0,155,2018.0,1,4,1
1802,Yamaha R15 Gp Movistar,2,18000000.0,155,2016.0,1,4,1
1803,Yamaha Nmax Abs,2,25000000.0,155,2019.0,1,4,1
1804,Yamaha Nmax Abs,1,24500000.0,125,2018.0,1,5,1
1805,Yamaha Xmax,10,49000000.0,250,2018.0,1,3,1
1806,Yamaha Nmax Abs,3,25500000.0,155,2019.0,1,5,1
1807,Yamaha Nmax Abs,2,24500000.0,155,2020.0,1,4,1
